ArticleID,PMID,Year,Title,Journal,Access,Details
5037252,35037252,2022,Measures implemented in the school setting to contain the COVID-19 pandemic: a rapid review,Cochrane Database Syst Rev,,
4948976,34948976,2021,Moral Distress Trajectories of Physicians 1 Year after the COVID-19 Outbreak: A Grounded Theory Study,Int J Environ Res Public Health,Free PMC article,
5020512,35020512,2022,Omicron: A Variant of Concern?,Pediatr Ann,Free article,No abstract available
5018336,35018336,2022,Immunity to SARS-CoV-2 up to 15 months after infection,iScience,Free PMC article,
2652455,32652455,2021,Recommendations for coronavirus disease 2019 (COVID-19) prevention and infection control in the radiology department: Chinese experience,Clin Imaging,Free PMC article,Review
5029629,35029629,2022,Effect of Subcutaneous Casirivimab and Imdevimab Antibody Combination vs Placebo on Development of Symptomatic COVID-19 in Early Asymptomatic SARS-CoV-2 Infection: A Randomized Clinical Trial,JAMA,,
5018977,35018977,2021,Outcomes associated with Hydroxychloroquine and Ivermectin in hospitalized patients with COVID-19: a single-center experience,Rev Assoc Med Bras (1992),Free article,
4989238,34989238,2022,"Omicron Variant (B.1.1.529): Infectivity, Vaccine Breakthrough, and Antibody Resistance",J Chem Inf Model,Free PMC article,
2077821,22077821,2012,"Neoadjuvant and adjuvant chemotherapy for locally advanced bladder carcinoma: development of novel bladder preservation approach, Osaka Medical College regimen",Int J Urol,,
5019723,35019723,2022,Rapid SARS-CoV-2 Adaptation to Available Cellular Proteases,J Virol,,
5017202,35017202,2022,"Covid-19: We have good treatments for omicron, but questions remain, say doctors",BMJ,,
4113271,24113271,2013,Aspirin-induced Bcl-2 translocation and its phosphorylation in the nucleus trigger apoptosis in breast cancer cells,Exp Mol Med,Free PMC article,
7060875,27060875,2016,Mobile phone-based interventions for smoking cessation,Cochrane Database Syst Rev,Free PMC article,Review
4427188,34427188,2021,Introducing Dietary Self-Monitoring to Undergraduate Women via a Calorie Counting App Has No Effect on Mental Health or Health Behaviors: Results From a Randomized Controlled Trial,J Acad Nutr Diet,,
5018639,35018639,2022,Exercise training for adults undergoing maintenance dialysis,Cochrane Database Syst Rev,,
3688649,33688649,2021,The mRNA-LNP platform's lipid nanoparticle component used in preclinical vaccine studies is highly inflammatory,bioRxiv,Free PMC article,Updated
4989403,34989403,2022,The SARS-CoV-2 Omicron (B.1.1.529) variant and effectiveness of existing vaccines: What we know so far,J Med Virol,,
2329636,32329636,2021,Mediterranean diet as medical prescription in menopausal women with obesity: a practical guide for nutritionists,Crit Rev Food Sci Nutr,,
1050946,31050946,2019,"Rapid Reversal of Cognitive Decline, Olfactory Dysfunction, and Quality of Life Using Multi-Modality Photobiomodulation Therapy: Case Report",Photobiomodul Photomed Laser Surg,,
4990799,34990799,2022,From delta to Omicron: S1-RBD/S2 mutation/deletion equilibrium in SARS-CoV-2 defined variants,Gene,Free PMC article,Review
5011781,35011781,2021,Relative Reproduction Number of SARS-CoV-2 Omicron (B.1.1.529) Compared with Delta Variant in South Africa,J Clin Med,Free PMC article,
598921,,1967,[Synergism and antagonism of adrenaline and noradrenaline in the action of acetylcholine on the heart],Farmakol Toksikol,,No abstract available
5007846,35007846,2022,Scanning the RBD-ACE2 molecular interactions in Omicron variant,Biochem Biophys Res Commun,Free PMC article,
4991109,34991109,2022,Association Between Menstrual Cycle Length and Coronavirus Disease 2019 (COVID-19) Vaccination: A U.S. Cohort,Obstet Gynecol,,
5015763,35015763,2022,Olive oil intake and cancer risk: A systematic review and meta-analysis,PLoS One,Free PMC article,
4988998,34988998,2022,Neutralizing potency of COVID-19 vaccines against the SARS-CoV-2 Omicron (B.1.1.529) variant,J Med Virol,,
5012533,35012533,2022,Circulating inflammatory cytokines and risk of five cancers: a Mendelian randomization analysis,BMC Med,Free PMC article,
4997962,34997962,2022,The puzzling mutational landscape of the SARS-2-variant Omicron,J Med Virol,,
4997241,34997241,2022,Immunity against Omicron from breakthrough infection could be a matter of timing,Nature,,
4995958,34995958,2022,"Mitigating Covid-19 in the face of emerging virus variants, breakthrough infections and vaccine hesitancy",J Autoimmun,Free PMC article,Review
5015037,35015037,2022,Effect of Weekly Subcutaneous Semaglutide vs Daily Liraglutide on Body Weight in Adults With Overweight or Obesity Without Diabetes: The STEP 8 Randomized Clinical Trial,JAMA,Free PMC article,Clinical Trial
4888935,34888935,2021,Vulvar aphthous ulcer after COVID-19 vaccination,Pediatr Dermatol,,
5027761,35027761,2022,The preference for sugar over sweetener depends on a gut sensor cell,Nat Neurosci,,
5015806,35015806,2022,Effects of high dairy protein intake and vitamin D supplementation on body composition and cardiometabolic markers in 6-8-y-old children-the D-pro trial,Am J Clin Nutr,,
4712679,34712679,2021,Efficacy of Jinhua Qinggan Granules Combined With Western Medicine in the Treatment of Confirmed and Suspected COVID-19: A Randomized Controlled Trial,Front Med (Lausanne),Free PMC article,
4986285,34986285,2022,Relatlimab and Nivolumab versus Nivolumab in Untreated Advanced Melanoma,N Engl J Med,,
4987220,34987220,2022,Behavioural immune landscapes of inflammation,Nature,,
4986238,34986238,2022,Vasculopathy in COVID-19,Blood,Free PMC article,
5000192,35000192,2022,Calcium channel blockers versus other classes of drugs for hypertension,Cochrane Database Syst Rev,,
4999739,34999739,2022,"Matched whole grain and refined wheat milled products do not differ in glycemic response or gastric emptying in a randomized, crossover trial",Am J Clin Nutr,,
4998469,34998469,2021,A novel reticular node in the brainstem synchronizes neonatal mouse crying with breathing,Neuron,Free article,
4997987,34997987,2022,Nlrp3 activation causes spontaneous inflammation and fibrosis that mimics human NASH,Hepatology,,
5025667,35025667,2022,An RNA exosome subunit mediates cell-to-cell trafficking of a homeobox mRNA via plasmodesmata,Science,,
5001086,35001086,2022,Publisher Correction: Host immunomodulatory lipids created by symbionts from dietary amino acids,Nature,,
5466819,25466819,2015,White adipose tissue reference network: a knowledge resource for exploring health-relevant relations,Genes Nutr,Free PMC article,
4995350,34995350,2022,"Timing of high dose methotrexate CNS prophylaxis in DLBCL: a multicenter international analysis of 1,384 patients",Blood,,
4992270,34992270,2022,Amelioration of Alzheimer's disease pathology by mitophagy inducers identified via machine learning and a cross-species workflow,Nat Biomed Eng,,
4785528,34785528,2021,"Acute mental health service use following onset of the COVID-19 pandemic in Ontario, Canada: a trend analysis",CMAJ Open,Free PMC article,
5013300,35013300,2022,A proximity biotinylation-based approach to identify protein-E3 ligase interactions induced by PROTACs and molecular glues,Nat Commun,Free PMC article,
5012965,35012965,2022,Neurophysiological and Brain Structural Markers of Cognitive Frailty Differ from Alzheimer's Disease,J Neurosci,,
4986332,34986332,2022,FGF1 and insulin control lipolysis by convergent pathways,Cell Metab,,
4358684,24358684,2013,[Impact of vitamin D in neurological diseases and neurorehabilitation: from dementia to multiple sclerosis. Part I: the role of vitamin D in the prevention and treatment of multiple sclerosis],Ideggyogy Sz,,Hungarian
5013224,35013224,2022,Gain-of-function genetic screening identifies the antiviral function of TMEM120A via STING activation,Nat Commun,Free PMC article,
4991982,34991982,2021,An update on drugs with therapeutic potential for SARS-CoV-2 (COVID-19) treatment,Drug Resist Updat,Free PMC article,
5015038,35015038,2022,Effect of Anticoagulant Therapy for 6 Weeks vs 3 Months on Recurrence and Bleeding Events in Patients Younger Than 21 Years of Age With Provoked Venous Thromboembolism: The Kids-DOTT Randomized Clinical Trial,JAMA,Free PMC article,Clinical Trial
4992268,34992268,2022,"Genetic analysis of the human microglial transcriptome across brain regions, aging and disease pathologies",Nat Genet,,
4981057,34981057,2021,"SARS-CoV-2 Omicron neutralization by therapeutic antibodies, convalescent sera, and post-mRNA vaccine booster",bioRxiv,Free PMC article,
5006242,35006242,2022,How to induce protective humoral immunity against Plasmodium falciparum circumsporozoite protein,J Exp Med,Free PMC article,
5012605,35012605,2022,Pathological α-synuclein recruits LRRK2 expressing pro-inflammatory monocytes to the brain,Mol Neurodegener,Free PMC article,
4999239,34999239,2022,"High dose ivermectin for the early treatment of COVID-19 (COVER study): a randomised, double-blind, multicentre, phase II, dose-finding, proof of concept clinical trial",Int J Antimicrob Agents,Free PMC article,
5020485,35020485,2022,"A Hospital-Based Online Patients Support Program, Online Adolescent and Young Adult Hiroba, for Adolescent and Young Adult Cancer Patients at a Designated Cancer Center in Japan",J Adolesc Young Adult Oncol,,
5014038,35014038,2022,Twin combination of Omicron and Delta variant triggering a Tsunami wave of ever high surges in COVID-19 cases: a challenging global threat with a special focus on Indian sub-continent,J Med Virol,,
609753,,1984,The prevalence and seriousness of incestuous abuse: stepfathers vs. biological fathers,Child Abuse Negl,,
5012694,35012694,2022,"The COVID-19 Hospitalization Metric in the Pre- and Post-vaccination Eras as a Measure of Pandemic Severity: A Retrospective, Nationwide Cohort Study",Infect Control Hosp Epidemiol,,
4967848,34967848,2021,"Cancer Incidence, Mortality, Years of Life Lost, Years Lived With Disability, and Disability-Adjusted Life Years for 29 Cancer Groups From 2010 to 2019: A Systematic Analysis for the Global Burden of Disease Study 2019",JAMA Oncol,Free PMC article,
5025765,35025765,2022,RECON syndrome is a genome instability disorder caused by mutations in the DNA helicase RECQL1,J Clin Invest,Free article,
4981076,34981076,2021,Omicron infection enhances neutralizing immunity against the Delta variant,medRxiv,Free PMC article,Updated
5013556,35013556,2022,The ubiquitin-dependent ATPase p97 removes cytotoxic trapped PARP1 from chromatin,Nat Cell Biol,,
0026881,30026881,2018,A Panel of MicroRNA Signature as a Tool for Predicting Survival of Patients with Urothelial Carcinoma of the Bladder,Dis Markers,Free PMC article,
4981067,34981067,2022,Omicron mutations enhance infectivity and reduce antibody neutralization of SARS-CoV-2 virus-like particles,medRxiv,Free PMC article,
4982465,34982465,2021,Omicron SARS-CoV-2 new variant: global prevalence and biological and clinical characteristics,Eur Rev Med Pharmacol Sci,Free article,
4995128,34995128,2022,Early Local Therapy for the Primary Site in De Novo Stage IV Breast Cancer: Results of a Randomized Clinical Trial (EA2108),J Clin Oncol,,
4997937,34997937,2022,Dairy Intake and Parkinson's Disease: A Mendelian Randomization Study,Mov Disord,,
4154309,34154309,2021,KASL clinical practice guidelines: Management of nonalcoholic fatty liver disease,Clin Mol Hepatol,Free PMC article,No abstract available
5013603,35013603,2022,Inflammation in the gut is encoded by neurons in the brain,Nature,,
5026048,35026048,2022,Disruption of ER-mitochondria tethering and signalling in C9orf72-associated amyotrophic lateral sclerosis and frontotemporal dementia,Aging Cell,Free article,
4395179,34395179,2021,SARS-CoV spike proteins can compete for electrolytes in physiological fluids according to structure-based quantum-chemical calculations,Comput Theor Chem,Free PMC article,
3391262,33391262,2020,Epstein-Barr Virus and Multiple Sclerosis,Front Immunol,Free PMC article,Review
5013615,35013615,2022,Atezolizumab with enzalutamide versus enzalutamide alone in metastatic castration-resistant prostate cancer: a randomized phase 3 trial,Nat Med,,
4987210,34987210,2022,Omicron's feeble attack on the lungs could make it less dangerous,Nature,,
5013239,35013239,2022,Proximity labeling identifies a repertoire of site-specific R-loop modulators,Nat Commun,Free PMC article,
4987225,34987225,2022,A naturally inspired antibiotic to target multidrug-resistant pathogens,Nature,,
4995100,34995100,2022,Patient-Reported Outcome-Based Symptom Management Versus Usual Care After Lung Cancer Surgery: A Multicenter Randomized Controlled Trial,J Clin Oncol,,
5025636,35025636,2022,CDK4 and CDK6 kinases: From basic science to cancer therapy,Science,,
4990256,34990256,2022,Omicron threat remains fuzzy as cases explode,Science,,
5015026,35015026,2022,CD127 imprints functional heterogeneity to diversify monocyte responses in inflammatory diseases,J Exp Med,,
4989330,34989330,2022,Age-associated SARS-CoV-2 breakthrough infection and changes in immune response in a mouse model,Emerg Microbes Infect,Free article,
5015886,35015886,2022,"Severe Hypoglycemia Increases Dementia Risk and Related Mortality: A Nationwide, Population-Based Cohort Study",J Clin Endocrinol Metab,,
4995129,34995129,2022,Blood-Based Biomarker Panel for Personalized Lung Cancer Risk Assessment,J Clin Oncol,,
5007863,35007863,2022,Efficient targeted oncogenic KRASG12C degradation via first reversible-covalent PROTAC,Eur J Med Chem,,
5020465,35020465,2022,Adjuvant Capecitabine for Early Breast Cancer: 15-Year Overall Survival Results From a Randomized Trial,J Clin Oncol,,
5012590,35012590,2022,Reasons in favour of universal vaccination campaign against COVID-19 in the pediatric population,Ital J Pediatr,Free PMC article,
5020836,35020836,2022,Tcf1 is essential for initiation of oncogenic Notch1-driven chromatin topology in T-ALL,Blood,,
5015560,35015560,2022,Muscle hypertrophy and strength gains after resistance training with different volume matched loads: a systematic review and meta-analysis,Appl Physiol Nutr Metab,,
4996756,34996756,2022,Atorvastatin versus placebo in patients with covid-19 in intensive care: randomized controlled trial,BMJ,Free article,Clinical Trial
5000003,35000003,2022,Long COVID symptoms and duration in SARS-CoV-2 positive children - a nationwide cohort study,Eur J Pediatr,Free PMC article,
5000118,35000118,2022,Vitamin D deficiency is associated with higher risks for SARS-CoV-2 infection and COVID-19 severity: a retrospective case-control study,Intern Emerg Med,Free PMC article,
4982466,34982466,2021,Omicron (B.1.1.529) - variant of concern - molecular profile and epidemiology: a mini review,Eur Rev Med Pharmacol Sci,Free article,Review
4971823,34971823,2021,"Decreased severity of disease during the first global omicron variant covid-19 outbreak in a large hospital in tshwane, south africa",Int J Infect Dis,Free PMC article,
3922978,33922978,2021,Effects of Pokémon GO on Physical Activity and Psychological and Social Outcomes: A Systematic Review,J Clin Med,Free PMC article,Review
5005525,35005525,2022,Origin and evolutionary analysis of the SARS-CoV-2 Omicron variant,J Biosaf Biosecur,Free PMC article,
3903147,33903147,2021,British Society of Gastroenterology guidelines on the management of irritable bowel syndrome,Gut,,
6084470,26084470,2015,The autotaxin-lysophosphatidic acid-lysophosphatidic acid receptor cascade: proposal of a novel potential therapeutic target for treating glioblastoma multiforme,Lipids Health Dis,Free PMC article,Review
4965337,34965337,2021,Third BNT162b2 Vaccination Neutralization of SARS-CoV-2 Omicron Infection,N Engl J Med,,
9742541,29742541,2018,Hospital Anxiety and Depression Scale Score Is an Independent Factor Associated With the EuroQoL 5-Dimensional Descriptive System in Patients With Rheumatoid Arthritis,J Clin Rheumatol,,
4992259,34992259,2022,Comparing development strategies for PD1/PDL1-based immunotherapies,Nat Rev Drug Discov,,
4992267,34992267,2022,A PARTHENOGENESIS allele from apomictic dandelion can induce egg cell division without fertilization in lettuce,Nat Genet,,
4994185,34994185,2021,The need for a multi-level drug targeting strategy to curb the COVID-19 pandemic,Front Biosci (Landmark Ed),Free article,Review
4461258,34461258,2021,SARS-CoV-2 spike promotes inflammation and apoptosis through autophagy by ROS-suppressed PI3K/AKT/mTOR signaling,Biochim Biophys Acta Mol Basis Dis,Free PMC article,
4996824,34996824,2022,Reprogramming the spleen into a functioning 'liver' in vivo,Gut,,
4965378,34965378,2022,The Chinese pine genome and methylome unveil key features of conifer evolution,Cell,Free article,
0607034,10607034,1992,"In short photoperiods, human sleep is biphasic",J Sleep Res,Free article,
4967859,34967859,2021,Characteristics and Outcomes of Hospitalized Patients in South Africa During the COVID-19 Omicron Wave Compared With Previous Waves,JAMA,,
2423139,22423139,2012,Increased risk of noninfluenza respiratory virus infections associated with receipt of inactivated influenza vaccine,Clin Infect Dis,Free PMC article,Clinical Trial
4968782,34968782,2022,Mutations on RBD of SARS-CoV-2 Omicron variant result in stronger binding to human ACE2 receptor,Biochem Biophys Res Commun,Free PMC article,
9020559,19020559,2009,High diversity of cultivable heterotrophic bacteria in association with cyanobacterial water blooms,ISME J,,
4999591,34999591,2022,Pepsinogen I- and H+/K+-ATPase-immunohistochemical Positivity in Endoscopically Resected Early Gastric Neoplasia,Am J Surg Pathol,,
4966179,34966179,2021,Our podcast highlights of 2021,Nature,,
5020409,35020409,2022,Exercise-induced piezoelectric stimulation for cartilage regeneration in rabbits,Sci Transl Med,,
4997237,34997237,2022,Daily briefing: Omicron struggles to infect the lungs,Nature,,
1521394,31521394,2019,Extra-virgin olive oil for potential prevention of Alzheimer disease,Rev Neurol (Paris),,
7456675,17456675,2007,"Hypnosis and surgery: past, present, and future",Anesth Analg,,
4963055,34963055,2022,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion",Cell,,
6827786,26827786,2016,Brain atrophy in Alzheimer's Disease and aging,Ageing Res Rev,,
4998485,34998485,2022,Estimation of the global prevalence of dementia in 2019 and forecasted prevalence in 2050: an analysis for the Global Burden of Disease Study 2019,Lancet Public Health,Free article,
4995105,34995105,2022,Treatment Exposure and Discontinuation in the PALbociclib CoLlaborative Adjuvant Study of Palbociclib With Adjuvant Endocrine Therapy for Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative Early Breast Cancer (PALLAS/AFT-05/ABCSG-42/BIG-14-03),J Clin Oncol,,
4997230,34997230,2022,Harnessing cytokines and chemokines for cancer therapy,Nat Rev Clin Oncol,,
5019948,35019948,2022,Association of Cutaneous Immune-Related Adverse Events With Increased Survival in Patients Treated With Anti-Programmed Cell Death 1 and Anti-Programmed Cell Death Ligand 1 Therapy,JAMA Dermatol,,
8823077,28823077,2017,Comparison of physical function in early rheumatoid arthritis patients treated with biologics for 1 year who achieved clinical remission or low disease activity,Clin Rheumatol,,
4971393,34971393,2021,From Fear to Safety: A Roadmap to Recovery from Musculoskeletal Pain,Phys Ther,,
4983649,34983649,2022,Y chromosome is moving out of sex determination shadow,Cell Biosci,Free PMC article,Review
4999745,34999745,2021,"Vitamin D and Multiple Health Outcomes: An Umbrella Review of Observational Studies, Randomized Controlled Trials, and Mendelian Randomization Studies",Adv Nutr,,
4954396,34954396,2021,Evidence for a mouse origin of the SARS-CoV-2 Omicron variant,J Genet Genomics,Free PMC article,
4997606,34997606,2022,Iron dysregulation in COVID-19 and reciprocal evolution of SARS-CoV-2: Natura nihil frustra facit,J Cell Biochem,,
4487051,34487051,2021,"Neuroscience20 (BRAIN20, SPINE20, and MENTAL20) Health Initiative: A Global Consortium Addressing the Human and Economic Burden of Brain, Spine, and Mental Disorders Through Neurotech Innovations and Policies",J Alzheimers Dis,,
3286961,23286961,2013,[Glycemic targets and cardiovascular morbi-mortality],Presse Med,,French
4995098,34995098,2022,A tumor-specific pro-IL-12 activates preexisting cytotoxic T cells to control established tumors,Sci Immunol,,
4373914,24373914,2014,Optimal occupancy in the ICU: a literature review,Aust Crit Care,,
4967453,34967453,2021,Relative instantaneous reproduction number of Omicron SARS-CoV-2 variant with respect to the Delta variant in Denmark,J Med Virol,,
5015033,35015033,2022,Diagnosis and Treatment of Sexually Transmitted Infections: A Review,JAMA,,
3287650,23287650,2013,Adrenalectomy amplifies aldosterone induced injury in cardiovascular tissue: an effect attenuated by adrenally derived steroids,Steroids,,
4965358,34965358,2021,Effectiveness of BNT162b2 Vaccine against Omicron Variant in South Africa,N Engl J Med,Free PMC article,No abstract available
4999816,34999816,2022,Animal models and animal-free innovations for cardiovascular research: current status and routes to be explored. Consensus document of the ESC working group on myocardial function and the ESC Working Group on Cellular Biology of the Heart,Cardiovasc Res,,
4990240,34990240,2022,Tissue geometry drives deterministic organoid patterning,Science,,
4992261,34992261,2022,Microbiome-based therapeutics,Nat Rev Microbiol,,
5001836,35001836,2022,Resistance of SARS-CoV-2 Omicron Variant to Convalescent and CoronaVac Vaccine Plasma,Emerg Microbes Infect,Free article,No abstract available
5006256,35006256,2022,Association of a Third Dose of BNT162b2 Vaccine With Incidence of SARS-CoV-2 Infection Among Health Care Workers in Israel,JAMA,Free PMC article,
4987224,34987224,2022,RNA profiles reveal signatures of future health and disease in pregnancy,Nature,,
4995520,34995520,2022,Limb development genes underlie variation in human fingerprint patterns,Cell,Free PMC article,
4997759,34997759,2022,Parkinson's disease and intensive exercise therapy - An updated systematic review and meta-analysis,Acta Neurol Scand,,
4999097,34999097,2022,Off-the-shelf PSCA-directed chimeric antigen receptor natural killer cell therapy to treat pancreatic cancer,Gastroenterology,,
4968376,34968376,2021,"Investigation of a SARS-CoV-2 B.1.1.529 (Omicron) Variant Cluster - Nebraska, November-December 2021",MMWR Morb Mortal Wkly Rep,Free PMC article,
4990248,34990248,2022,Tertiary lymphoid structures in cancer,Science,,
2936598,32936598,2020,Hourly 4-s Sprints Prevent Impairment of Postprandial Fat Metabolism from Inactivity,Med Sci Sports Exerc,,
9886842,29886842,2018,Lipid Nanoparticles: A Novel Approach for Brain Targeting,Pharm Nanotechnol,,
6286463,16286463,2005,Acute cooling of the feet and the onset of common cold symptoms,Fam Pract,,
4999762,34999762,2022,Multi-organ assessment in mainly non-hospitalized individuals after SARS-CoV-2 infection: The Hamburg City Health Study COVID programme,Eur Heart J,Free PMC article,
3845880,33845880,2021,"Adding a smartphone app to global postural re-education to improve neck pain, posture, quality of life, and endurance in people with nonspecific neck pain: a randomized controlled trial",Trials,Free PMC article,Clinical Trial
4968463,34968463,2021,The P5-type ATPase ATP13A1 modulates major histocompatibility complex I-related protein 1 (MR1)-mediated antigen presentation,J Biol Chem,Free article,
9262088,19262088,2007,Cell migration from baby to mother,Cell Adh Migr,Free PMC article,Review
4997196,34997196,2022,Mechanisms of action of fluvoxamine for COVID-19: a historical review,Mol Psychiatry,Free PMC article,Review
4992263,34992263,2022,Genomic predictors of response to PD-1 inhibition in children with germline DNA replication repair deficiency,Nat Med,,
4999158,34999158,2022,Antifibrotic Agents for the Management of CKD: A Review,Am J Kidney Dis,,
4965384,34965384,2021,Liver Tumor post Liver Transplantation for Hepatitis C Cirrhosis: An Unusual Cause,Gastroenterology,,
2145946,22145946,2012,Quercetin offers cardioprotection against progression of experimental autoimmune myocarditis by suppression of oxidative and endoplasmic reticulum stress via endothelin-1/MAPK signalling,Free Radic Res,,
4967448,34967448,2021,"Interventions for promoting the eruption of palatally displaced permanent canine teeth, without the need for surgical exposure, in children aged 9 to 14 years",Cochrane Database Syst Rev,,
5000205,35000205,2022,Targeted protein degradation: from small molecules to complex organelles-a Keystone Symposia report,Ann N Y Acad Sci,,
4447650,34447650,2021,A Curious Case of Rectal Ejaculation,Cureus,Free PMC article,
3917841,23917841,2013,An emerging hemorrhagic fever in China caused by a novel bunyavirus SFTSV,Sci China Life Sci,,
4662847,34662847,2022,"Consuming illicit opioids during a drug overdose epidemic: Illicit fentanyls, drug discernment, and the radical transformation of the illicit opioid market",Int J Drug Policy,Free article,
4994351,34994351,2021,Meta-Analyses Do Not Establish Improved Mortality With Ivermectin Use in COVID-19,Am J Ther,,
4997207,34997207,2022,SARS-CoV-2 non-structural protein 6 triggers NLRP3-dependent pyroptosis by targeting ATP6AP1,Cell Death Differ,,
5006269,35006269,2022,Booster Vaccination to Reduce SARS-CoV-2 Transmission and Infection,JAMA,,
4965381,34965381,2021,Observational learning promotes hippocampal remote awake replay toward future reward locations,Neuron,,
4952835,34952835,2021,"Covid-19: Hospital admission 50-70% less likely with omicron than delta, but transmission a major concern",BMJ,,
5007165,35007165,2022,USP10 inhibits aberrant cytoplasmic aggregation of TDP-43 by promoting stress granule clearance,Mol Cell Biol,,
4996874,34996874,2022,Bacillus anthracis induces NLRP3 inflammasome activation and caspase-8-mediated apoptosis of macrophages to promote lethal anthrax,Proc Natl Acad Sci U S A,,
2301262,32301262,2020,Pig-to-human heart transplantation: Who goes first?,Am J Transplant,Free article,
4963056,34963056,2022,Discovering dominant tumor immune archetypes in a pan-cancer census,Cell,,
5007326,35007326,2022,How I Treat Relapsed Multiple Myeloma,Blood,,
5000203,35000203,2022,Compromised hepatic mitochondrial fatty acid oxidation and reduced markers of mitochondrial turnover in human NAFLD,Hepatology,,
4995513,34995513,2022,A segmentation clock patterns cellular differentiation in a bacterial biofilm,Cell,,
0763169,30763169,2019,Inactivity induces resistance to the metabolic benefits following acute exercise,J Appl Physiol (1985),Free article,
5000296,35000296,2022,Anti-SARS-CoV-2 spike protein and neutralizing antibodies at 1 and 3 months after three doses of SARS-CoV-2 vaccine in a large cohort of solid organ transplant patients,Am J Transplant,,
5004568,35004568,2021,Vitamin D Status and SARS-CoV-2 Infection and COVID-19 Clinical Outcomes,Front Public Health,Free PMC article,
5007321,35007321,2022,"A Randomized, Phase 3, Trial of Interferon-α versus Hydroxyurea in Polycythemia Vera and Essential Thrombocythemia",Blood,,
1918536,31918536,2020,"KASL clinical practice guidelines for liver cirrhosis: Varices, hepatic encephalopathy, and related complications",Clin Mol Hepatol,Free PMC article,No abstract available
4942634,34942634,2021,Evolution of enhanced innate immune evasion by SARS-CoV-2,Nature,,
4996827,34996827,2022,Blocking hepatocarcinogenesis by a cytochrome P450 family member with female-preferential expression,Gut,,
4957469,34957469,2021,SARS-CoV-2 Omicron variant: Characteristics and prevention,MedComm (2020),Free PMC article,
6879862,26879862,2016,Evidence-based clinical practice guidelines for peptic ulcer disease 2015,J Gastroenterol,,
4954783,34954783,2022,Webb telescope blasts off successfully - launching a new era in astronomy,Nature,,
8730777,28730777,2017,Long non-coding RNA XIST functions as an oncogene in human colorectal cancer by targeting miR-132-3p,J BUON,Free article,
4962526,34962526,2021,"Prevalence and Treatment of Diabetes in China, 2013-2018",JAMA,,
4200325,34200325,2021,Evidence for Biological Age Acceleration and Telomere Shortening in COVID-19 Survivors,Int J Mol Sci,Free PMC article,
4964506,34964506,2021,Omicron (B.1.1.529 variant of SARS-CoV-2); an emerging threat: Current global scenario,J Med Virol,,
2451007,12451007,2002,Water drinking acutely improves orthostatic tolerance in healthy subjects,Circulation,,
4348059,24348059,2013,SGLT-2 inhibitors and their potential in the treatment of diabetes,Diabetes Metab Syndr Obes,Free PMC article,Review
4934198,34934198,2021,How severe are Omicron infections?,Nature,,
4964720,34964720,2021,Platelets mediate inflammatory monocyte activation by SARS-CoV-2 Spike protein,J Clin Invest,Free article,
4933320,34933320,2021,Activation mechanism of PINK1,Nature,,
4964500,34964500,2021,Omicron and S-gene target failure cases in the highest COVID-19 case rate region in Canada-December 2021,J Med Virol,,
4474487,34474487,2021,[German S3 Guideline - Oxygen Therapy in the Acute Care of Adult Patients],Pneumologie,,
5126408,25126408,2014,Renal effects of dapagliflozin in patients with type 2 diabetes,Ther Adv Endocrinol Metab,Free PMC article,Review
4918153,34918153,2021,"2015-2016 Normative Data for the 3-m Usual Walk, Five Repeated Chair Stands, and Static Balance Components of the SPPB Among U.S. Older Adults Across Two Nationally Representative Data Sets: NSHAP and NHATS",J Gerontol B Psychol Sci Soc Sci,,
4960762,34960762,2021,SARS-CoV-2 and Variant Diagnostic Testing Approaches in the United States,Viruses,Free PMC article,Review
4952947,34952947,2022,A 'chisel' of light carves solid shapes out of a liquid,Nature,,
4961614,34961614,2021,"Erratum to ""Sex differences in emergency medical services management of patients with myocardial infarction: Analysis of routinely collected data for over 110,000 patients"" [Am Heart J (2021) 87-91]",Am Heart J,,
4964490,34964490,2021,"Omicron (B.1.1.529) variant: Development, dissemination, and dominance",J Med Virol,,
4951957,34951957,2021,Reuterin in the healthy gut microbiome suppresses colorectal cancer growth through altering redox balance,Cancer Cell,,
4941392,34941392,2021,Dietary fiber and probiotics influence the gut microbiome and melanoma immunotherapy response,Science,,
3488336,33488336,2020,Tumor Location Based Segmentation in Upper-Tract Urothelial Carcinoma Impacts on the Urothelial Recurrence-Free Survival: A Multi-Institutional Database Study,Curr Urol,Free PMC article,
4954817,34954817,2021,Variants in Mitochondrial ATP Synthase Cause Variable Neurologic Phenotypes,Ann Neurol,,
3155263,33155263,2020,LncRNA DGCR5 promotes non-small cell lung cancer progression via sponging miR-218-5p,Eur Rev Med Pharmacol Sci,Free article,
4963043,34963043,2021,An Updated Overview of Low Back Pain Management,Asian Spine J,Free article,
4937935,34937935,2022,MicroRNA sequence codes for small extracellular vesicle release and cellular retention,Nature,,
2141555,32141555,2020,Circular RNA_LARP4 inhibits the progression of non-small-cell lung cancer by regulating the expression of SMAD7,Eur Rev Med Pharmacol Sci,Free article,
4929158,34929158,2021,Omicron variant and booster COVID-19 vaccines,Lancet Respir Med,Free PMC article,No abstract available
